# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_nostructure_texture_near_withloop_validation.bag'
# timestamp tx ty tz qx qy qz qw
1341840206.0883 -2.6330 2.2737 1.0028 -0.0943 0.9406 -0.3245 0.0338
1341840206.0983 -2.6300 2.2741 1.0029 -0.0939 0.9407 -0.3242 0.0333
1341840206.1085 -2.6269 2.2745 1.0030 -0.0937 0.9407 -0.3243 0.0327
1341840206.1183 -2.6239 2.2745 1.0029 -0.0941 0.9403 -0.3255 0.0324
1341840206.1284 -2.6210 2.2753 1.0033 -0.0929 0.9414 -0.3230 0.0294
1341840206.1384 -2.6181 2.2752 1.0033 -0.0928 0.9411 -0.3240 0.0287
1341840206.1483 -2.6151 2.2759 1.0036 -0.0910 0.9412 -0.3243 0.0275
1341840206.1586 -2.6121 2.2761 1.0037 -0.0903 0.9409 -0.3252 0.0266
1341840206.1683 -2.6093 2.2761 1.0040 -0.0889 0.9407 -0.3262 0.0266
1341840206.1783 -2.6061 2.2765 1.0043 -0.0876 0.9413 -0.3250 0.0266
1341840206.1884 -2.6028 2.2769 1.0040 -0.0855 0.9412 -0.3256 0.0273
1341840206.1983 -2.5999 2.2774 1.0040 -0.0838 0.9419 -0.3240 0.0279
1341840206.2083 -2.5968 2.2779 1.0040 -0.0830 0.9425 -0.3226 0.0283
1341840206.2183 -2.5938 2.2779 1.0042 -0.0821 0.9431 -0.3208 0.0290
1341840206.2283 -2.5903 2.2785 1.0043 -0.0801 0.9437 -0.3195 0.0291
1341840206.2383 -2.5874 2.2791 1.0045 -0.0789 0.9435 -0.3204 0.0288
1341840206.2483 -2.5847 2.2796 1.0050 -0.0777 0.9436 -0.3206 0.0274
1341840206.2583 -2.5818 2.2797 1.0049 -0.0776 0.9428 -0.3230 0.0271
1341840206.2683 -2.5793 2.2809 1.0052 -0.0789 0.9429 -0.3226 0.0262
1341840206.2783 -2.5763 2.2812 1.0053 -0.0791 0.9427 -0.3232 0.0255
1341840206.2883 -2.5736 2.2818 1.0055 -0.0798 0.9428 -0.3226 0.0247
1341840206.2984 -2.5710 2.2823 1.0053 -0.0805 0.9426 -0.3232 0.0239
1341840206.3084 -2.5683 2.2828 1.0052 -0.0808 0.9430 -0.3221 0.0235
1341840206.3185 -2.5650 2.2839 1.0049 -0.0807 0.9437 -0.3201 0.0220
1341840206.3283 -2.5624 2.2845 1.0048 -0.0817 0.9447 -0.3170 0.0210
1341840206.3383 -2.5590 2.2842 1.0046 -0.0810 0.9447 -0.3170 0.0218
1341840206.3483 -2.5562 2.2846 1.0048 -0.0806 0.9448 -0.3168 0.0212
1341840206.3584 -2.5540 2.2853 1.0048 -0.0821 0.9450 -0.3160 0.0203
1341840206.3683 -2.5512 2.2863 1.0050 -0.0805 0.9447 -0.3172 0.0198
1341840206.3787 -2.5485 2.2869 1.0054 -0.0797 0.9448 -0.3173 0.0187
1341840206.3883 -2.5460 2.2873 1.0057 -0.0789 0.9444 -0.3186 0.0183
1341840206.3983 -2.5432 2.2876 1.0057 -0.0778 0.9438 -0.3206 0.0187
1341840206.4083 -2.5403 2.2881 1.0058 -0.0767 0.9441 -0.3200 0.0191
1341840206.4217 -2.5376 2.2882 1.0056 -0.0769 0.9440 -0.3202 0.0199
1341840206.4288 -2.5348 2.2884 1.0055 -0.0765 0.9442 -0.3196 0.0201
1341840206.4383 -2.5325 2.2889 1.0053 -0.0753 0.9446 -0.3188 0.0190
1341840206.4487 -2.5300 2.2890 1.0053 -0.0746 0.9452 -0.3173 0.0185
1341840206.4585 -2.5270 2.2895 1.0052 -0.0737 0.9458 -0.3157 0.0163
1341840206.4683 -2.5245 2.2896 1.0051 -0.0737 0.9462 -0.3147 0.0153
1341840206.4783 -2.5221 2.2894 1.0050 -0.0736 0.9462 -0.3147 0.0140
1341840206.4884 -2.5194 2.2891 1.0050 -0.0730 0.9458 -0.3161 0.0131
1341840206.4983 -2.5170 2.2888 1.0054 -0.0732 0.9456 -0.3168 0.0129
1341840206.5084 -2.5141 2.2885 1.0055 -0.0710 0.9449 -0.3192 0.0133
1341840206.5184 -2.5108 2.2881 1.0058 -0.0683 0.9446 -0.3208 0.0138
1341840206.5424 -2.5086 2.2885 1.0060 -0.0699 0.9451 -0.3188 0.0142
1341840206.5425 -2.5056 2.2882 1.0064 -0.0674 0.9449 -0.3200 0.0156
1341840206.5483 -2.5034 2.2889 1.0069 -0.0689 0.9453 -0.3184 0.0155
1341840206.5584 -2.5008 2.2890 1.0072 -0.0678 0.9453 -0.3187 0.0159
1341840206.5693 -2.4981 2.2892 1.0075 -0.0670 0.9446 -0.3209 0.0164
1341840206.5789 -2.4952 2.2888 1.0077 -0.0651 0.9436 -0.3242 0.0169
1341840206.5884 -2.4932 2.2892 1.0078 -0.0664 0.9437 -0.3238 0.0163
1341840206.5983 -2.4908 2.2891 1.0079 -0.0670 0.9437 -0.3236 0.0160
1341840206.6083 -2.4885 2.2891 1.0082 -0.0675 0.9440 -0.3225 0.0152
1341840206.6183 -2.4863 2.2890 1.0083 -0.0673 0.9439 -0.3229 0.0145
1341840206.6287 -2.4840 2.2892 1.0086 -0.0668 0.9442 -0.3224 0.0135
1341840206.6383 -2.4810 2.2889 1.0089 -0.0657 0.9443 -0.3223 0.0130
1341840206.6483 -2.4788 2.2894 1.0090 -0.0668 0.9443 -0.3220 0.0131
1341840206.6584 -2.4766 2.2893 1.0092 -0.0665 0.9440 -0.3230 0.0127
1341840206.6683 -2.4742 2.2893 1.0093 -0.0670 0.9434 -0.3246 0.0127
1341840206.6785 -2.4719 2.2896 1.0096 -0.0656 0.9436 -0.3243 0.0124
1341840206.6884 -2.4693 2.2897 1.0099 -0.0653 0.9433 -0.3251 0.0126
1341840206.6983 -2.4669 2.2896 1.0098 -0.0656 0.9432 -0.3253 0.0127
1341840206.7083 -2.4644 2.2897 1.0098 -0.0653 0.9435 -0.3246 0.0127
1341840206.7183 -2.4618 2.2897 1.0098 -0.0650 0.9439 -0.3237 0.0127
1341840206.7286 -2.4595 2.2896 1.0096 -0.0652 0.9441 -0.3228 0.0117
1341840206.7383 -2.4571 2.2896 1.0098 -0.0651 0.9444 -0.3222 0.0109
1341840206.7483 -2.4546 2.2898 1.0099 -0.0651 0.9446 -0.3215 0.0101
1341840206.7584 -2.4518 2.2901 1.0100 -0.0645 0.9443 -0.3227 0.0099
1341840206.7683 -2.4495 2.2904 1.0097 -0.0645 0.9430 -0.3263 0.0101
1341840206.7783 -2.4472 2.2906 1.0100 -0.0648 0.9427 -0.3272 0.0100
1341840206.7883 -2.4446 2.2906 1.0100 -0.0644 0.9419 -0.3295 0.0092
1341840206.7983 -2.4416 2.2910 1.0101 -0.0632 0.9418 -0.3299 0.0095
1341840206.8085 -2.4391 2.2913 1.0100 -0.0630 0.9419 -0.3299 0.0094
1341840206.8183 -2.4363 2.2918 1.0099 -0.0626 0.9420 -0.3295 0.0096
1341840206.8284 -2.4336 2.2923 1.0099 -0.0624 0.9425 -0.3281 0.0101
1341840206.8383 -2.4308 2.2924 1.0098 -0.0621 0.9427 -0.3276 0.0103
1341840206.8497 -2.4277 2.2927 1.0096 -0.0615 0.9430 -0.3269 0.0107
1341840206.8583 -2.4247 2.2931 1.0093 -0.0616 0.9431 -0.3267 0.0103
1341840206.8683 -2.4219 2.2936 1.0092 -0.0617 0.9434 -0.3258 0.0093
1341840206.8785 -2.4191 2.2939 1.0092 -0.0620 0.9432 -0.3264 0.0081
1341840206.8883 -2.4161 2.2943 1.0092 -0.0611 0.9434 -0.3260 0.0069
1341840206.8983 -2.4131 2.2947 1.0090 -0.0617 0.9434 -0.3258 0.0060
1341840206.9084 -2.4100 2.2948 1.0089 -0.0620 0.9429 -0.3271 0.0059
1341840206.9183 -2.4070 2.2953 1.0089 -0.0616 0.9428 -0.3275 0.0052
1341840206.9284 -2.4039 2.2957 1.0090 -0.0606 0.9427 -0.3281 0.0053
1341840206.9384 -2.4007 2.2964 1.0091 -0.0609 0.9424 -0.3288 0.0053
1341840206.9489 -2.3974 2.2966 1.0090 -0.0605 0.9422 -0.3294 0.0059
1341840206.9584 -2.3941 2.2971 1.0088 -0.0612 0.9419 -0.3301 0.0061
1341840206.9683 -2.3910 2.2972 1.0086 -0.0615 0.9419 -0.3302 0.0072
1341840206.9784 -2.3874 2.2979 1.0084 -0.0608 0.9422 -0.3294 0.0073
1341840206.9883 -2.3842 2.2984 1.0083 -0.0597 0.9425 -0.3287 0.0067
1341840206.9984 -2.3810 2.2987 1.0080 -0.0594 0.9425 -0.3288 0.0060
1341840207.0083 -2.3778 2.2990 1.0079 -0.0584 0.9426 -0.3288 0.0051
1341840207.0184 -2.3744 2.2993 1.0078 -0.0577 0.9425 -0.3291 0.0053
1341840207.0284 -2.3710 2.3000 1.0077 -0.0563 0.9431 -0.3278 0.0051
1341840207.0383 -2.3677 2.3004 1.0078 -0.0555 0.9427 -0.3289 0.0047
1341840207.0483 -2.3646 2.3006 1.0079 -0.0545 0.9423 -0.3302 0.0045
1341840207.0584 -2.3608 2.3011 1.0078 -0.0531 0.9419 -0.3315 0.0055
1341840207.0683 -2.3575 2.3014 1.0077 -0.0524 0.9413 -0.3336 0.0059
1341840207.0784 -2.3541 2.3015 1.0076 -0.0518 0.9407 -0.3352 0.0067
1341840207.0884 -2.3506 2.3018 1.0074 -0.0511 0.9407 -0.3353 0.0074
1341840207.0984 -2.3470 2.3023 1.0071 -0.0498 0.9411 -0.3342 0.0074
1341840207.1084 -2.3436 2.3029 1.0069 -0.0487 0.9419 -0.3324 0.0078
1341840207.1183 -2.3410 2.3043 1.0064 -0.0453 0.9436 -0.3279 0.0073
1341840207.1284 -2.3378 2.3048 1.0062 -0.0448 0.9439 -0.3271 0.0064
1341840207.1386 -2.3345 2.3056 1.0062 -0.0433 0.9439 -0.3273 0.0052
1341840207.1483 -2.3314 2.3062 1.0062 -0.0417 0.9436 -0.3284 0.0043
1341840207.1583 -2.3285 2.3064 1.0062 -0.0423 0.9426 -0.3312 0.0038
1341840207.1683 -2.3254 2.3074 1.0061 -0.0405 0.9421 -0.3327 0.0043
1341840207.1784 -2.3225 2.3083 1.0059 -0.0386 0.9419 -0.3338 0.0044
1341840207.1883 -2.3193 2.3094 1.0058 -0.0365 0.9420 -0.3337 0.0051
1341840207.1984 -2.3163 2.3105 1.0054 -0.0336 0.9424 -0.3328 0.0060
1341840207.2084 -2.3130 2.3116 1.0049 -0.0305 0.9432 -0.3308 0.0071
1341840207.2184 -2.3101 2.3125 1.0044 -0.0290 0.9439 -0.3287 0.0081
1341840207.2285 -2.3071 2.3136 1.0039 -0.0267 0.9448 -0.3265 0.0086
1341840207.2393 -2.3040 2.3146 1.0035 -0.0245 0.9453 -0.3251 0.0087
1341840207.2484 -2.3010 2.3156 1.0029 -0.0232 0.9455 -0.3246 0.0085
1341840207.2584 -2.2981 2.3167 1.0025 -0.0221 0.9460 -0.3232 0.0075
1341840207.2684 -2.2953 2.3177 1.0022 -0.0211 0.9464 -0.3222 0.0059
1341840207.2786 -2.2923 2.3185 1.0021 -0.0203 0.9466 -0.3216 0.0047
1341840207.2883 -2.2893 2.3193 1.0020 -0.0194 0.9470 -0.3207 0.0034
1341840207.2984 -2.2861 2.3201 1.0019 -0.0189 0.9472 -0.3202 0.0026
1341840207.3083 -2.2831 2.3208 1.0020 -0.0180 0.9472 -0.3202 0.0021
1341840207.3183 -2.2799 2.3217 1.0021 -0.0175 0.9471 -0.3203 0.0020
1341840207.3284 -2.2767 2.3227 1.0024 -0.0166 0.9471 -0.3204 0.0022
1341840207.3383 -2.2733 2.3235 1.0026 -0.0164 0.9466 -0.3220 0.0034
1341840207.3484 -2.2700 2.3243 1.0030 -0.0158 0.9461 -0.3234 0.0046
1341840207.3584 -2.2669 2.3251 1.0033 -0.0155 0.9458 -0.3243 0.0057
1341840207.3684 -2.2635 2.3261 1.0034 -0.0146 0.9456 -0.3250 0.0063
1341840207.3784 -2.2605 2.3269 1.0035 -0.0140 0.9451 -0.3264 0.0069
1341840207.3884 -2.2575 2.3278 1.0035 -0.0131 0.9451 -0.3264 0.0068
1341840207.3984 -2.2546 2.3287 1.0033 -0.0121 0.9454 -0.3257 0.0060
1341840207.4083 -2.2516 2.3296 1.0032 -0.0108 0.9456 -0.3250 0.0053
1341840207.4183 -2.2487 2.3303 1.0029 -0.0094 0.9458 -0.3246 0.0044
1341840207.4284 -2.2461 2.3314 1.0029 -0.0085 0.9465 -0.3225 0.0032
1341840207.4384 -2.2434 2.3320 1.0028 -0.0075 0.9467 -0.3219 0.0027
1341840207.4483 -2.2406 2.3329 1.0028 -0.0057 0.9472 -0.3206 0.0017
1341840207.4584 -2.2378 2.3336 1.0028 -0.0042 0.9475 -0.3197 0.0016
1341840207.4683 -2.2348 2.3343 1.0029 -0.0021 0.9476 -0.3195 0.0022
1341840207.4784 -2.2320 2.3347 1.0029 0.0002 0.9472 -0.3206 0.0023
1341840207.4883 -2.2290 2.3353 1.0033 0.0021 0.9473 -0.3204 0.0027
1341840207.4983 -2.2263 2.3360 1.0036 0.0036 0.9473 -0.3202 0.0031
1341840207.5084 -2.2233 2.3366 1.0041 0.0054 0.9473 -0.3201 0.0036
1341840207.5183 -2.2203 2.3372 1.0044 0.0068 0.9471 -0.3209 0.0040
1341840207.5284 -2.2174 2.3378 1.0048 0.0084 0.9468 -0.3218 0.0042
1341840207.5383 -2.2146 2.3383 1.0051 0.0096 0.9466 -0.3222 0.0047
1341840207.5483 -2.2115 2.3389 1.0053 0.0106 0.9464 -0.3226 0.0055
1341840207.5584 -2.2088 2.3392 1.0056 0.0112 0.9466 -0.3223 0.0052
1341840207.5685 -2.2058 2.3397 1.0057 0.0114 0.9468 -0.3216 0.0050
1341840207.5784 -2.2029 2.3401 1.0060 0.0117 0.9470 -0.3211 0.0043
1341840207.5884 -2.2002 2.3406 1.0061 0.0123 0.9472 -0.3205 0.0031
1341840207.5983 -2.1973 2.3411 1.0064 0.0123 0.9474 -0.3199 0.0024
1341840207.6084 -2.1945 2.3415 1.0066 0.0128 0.9471 -0.3206 0.0011
1341840207.6183 -2.1917 2.3419 1.0070 0.0126 0.9469 -0.3213 0.0001
1341840207.6285 -2.1887 2.3422 1.0072 0.0135 0.9465 -0.3225 -0.0007
1341840207.6384 -2.1857 2.3427 1.0076 0.0142 0.9461 -0.3236 -0.0004
1341840207.6484 -2.1829 2.3432 1.0080 0.0142 0.9461 -0.3235 -0.0006
1341840207.6584 -2.1797 2.3437 1.0082 0.0145 0.9462 -0.3234 0.0002
1341840207.6684 -2.1768 2.3442 1.0084 0.0150 0.9464 -0.3227 0.0008
1341840207.6784 -2.1741 2.3447 1.0085 0.0150 0.9465 -0.3223 0.0012
1341840207.6883 -2.1710 2.3453 1.0085 0.0157 0.9467 -0.3218 0.0012
1341840207.6986 -2.1683 2.3458 1.0085 0.0164 0.9467 -0.3216 0.0002
1341840207.7084 -2.1655 2.3464 1.0085 0.0172 0.9470 -0.3207 -0.0011
1341840207.7185 -2.1626 2.3468 1.0084 0.0179 0.9468 -0.3212 -0.0020
1341840207.7284 -2.1601 2.3473 1.0084 0.0186 0.9468 -0.3213 -0.0027
1341840207.7384 -2.1573 2.3477 1.0083 0.0197 0.9468 -0.3213 -0.0032
1341840207.7484 -2.1547 2.3483 1.0081 0.0204 0.9466 -0.3218 -0.0039
1341840207.7587 -2.1520 2.3488 1.0079 0.0215 0.9466 -0.3217 -0.0038
1341840207.7684 -2.1492 2.3493 1.0077 0.0226 0.9465 -0.3220 -0.0038
1341840207.7784 -2.1463 2.3496 1.0075 0.0234 0.9465 -0.3219 -0.0027
1341840207.7883 -2.1436 2.3499 1.0071 0.0248 0.9465 -0.3217 -0.0023
1341840207.7984 -2.1407 2.3502 1.0067 0.0259 0.9468 -0.3208 -0.0018
1341840207.8083 -2.1378 2.3508 1.0064 0.0264 0.9472 -0.3196 -0.0016
1341840207.8183 -2.1353 2.3511 1.0060 0.0273 0.9474 -0.3190 -0.0023
1341840207.8287 -2.1327 2.3516 1.0058 0.0276 0.9476 -0.3183 -0.0025
1341840207.8384 -2.1301 2.3519 1.0055 0.0277 0.9474 -0.3189 -0.0025
1341840207.8484 -2.1276 2.3522 1.0050 0.0279 0.9470 -0.3201 -0.0034
1341840207.8584 -2.1253 2.3525 1.0046 0.0281 0.9467 -0.3208 -0.0045
1341840207.8684 -2.1227 2.3527 1.0043 0.0286 0.9464 -0.3217 -0.0050
1341840207.8784 -2.1206 2.3533 1.0041 0.0297 0.9468 -0.3204 -0.0062
1341840207.8884 -2.1183 2.3537 1.0036 0.0303 0.9469 -0.3201 -0.0063
1341840207.8985 -2.1158 2.3538 1.0030 0.0308 0.9471 -0.3194 -0.0062
1341840207.9083 -2.1134 2.3540 1.0025 0.0313 0.9474 -0.3184 -0.0058
1341840207.9184 -2.1111 2.3543 1.0022 0.0316 0.9477 -0.3175 -0.0053
1341840207.9284 -2.1089 2.3545 1.0017 0.0325 0.9480 -0.3167 -0.0054
1341840207.9384 -2.1069 2.3548 1.0013 0.0332 0.9483 -0.3155 -0.0058
1341840207.9484 -2.1050 2.3551 1.0008 0.0333 0.9487 -0.3145 -0.0061
1341840207.9583 -2.1030 2.3555 1.0008 0.0348 0.9492 -0.3126 -0.0081
1341840207.9683 -2.1008 2.3553 1.0003 0.0353 0.9491 -0.3130 -0.0079
1341840207.9784 -2.0990 2.3553 0.9999 0.0361 0.9490 -0.3130 -0.0092
1341840207.9883 -2.0971 2.3550 0.9996 0.0366 0.9488 -0.3135 -0.0095
1341840207.9984 -2.0953 2.3549 0.9995 0.0372 0.9488 -0.3136 -0.0099
1341840208.0083 -2.0936 2.3548 0.9993 0.0382 0.9487 -0.3137 -0.0107
1341840208.0199 -2.0917 2.3545 0.9991 0.0393 0.9483 -0.3147 -0.0109
1341840208.0284 -2.0899 2.3544 0.9989 0.0406 0.9480 -0.3155 -0.0111
1341840208.0384 -2.0879 2.3544 0.9988 0.0424 0.9481 -0.3148 -0.0108
1341840208.0483 -2.0863 2.3546 0.9986 0.0425 0.9487 -0.3132 -0.0108
1341840208.0586 -2.0844 2.3548 0.9987 0.0447 0.9490 -0.3120 -0.0115
1341840208.0683 -2.0825 2.3539 0.9982 0.0459 0.9480 -0.3147 -0.0098
1341840208.0784 -2.0805 2.3538 0.9980 0.0471 0.9478 -0.3151 -0.0091
1341840208.0884 -2.0782 2.3538 0.9977 0.0487 0.9477 -0.3153 -0.0079
1341840208.0984 -2.0763 2.3538 0.9975 0.0503 0.9471 -0.3169 -0.0076
1341840208.1084 -2.0748 2.3539 0.9974 0.0509 0.9473 -0.3163 -0.0085
1341840208.1184 -2.0729 2.3539 0.9969 0.0522 0.9471 -0.3166 -0.0090
1341840208.1285 -2.0712 2.3538 0.9965 0.0535 0.9471 -0.3164 -0.0102
1341840208.1384 -2.0696 2.3538 0.9961 0.0545 0.9471 -0.3160 -0.0115
1341840208.1483 -2.0678 2.3536 0.9954 0.0564 0.9470 -0.3159 -0.0118
1341840208.1583 -2.0659 2.3535 0.9950 0.0579 0.9472 -0.3151 -0.0121
1341840208.1684 -2.0642 2.3534 0.9947 0.0594 0.9476 -0.3137 -0.0130
1341840208.1784 -2.0622 2.3532 0.9943 0.0601 0.9479 -0.3127 -0.0129
1341840208.1889 -2.0606 2.3527 0.9940 0.0592 0.9482 -0.3119 -0.0140
1341840208.1983 -2.0586 2.3523 0.9939 0.0608 0.9477 -0.3131 -0.0136
1341840208.2084 -2.0569 2.3521 0.9937 0.0615 0.9473 -0.3140 -0.0139
1341840208.2183 -2.0550 2.3516 0.9937 0.0625 0.9469 -0.3149 -0.0144
1341840208.2284 -2.0533 2.3511 0.9937 0.0637 0.9465 -0.3161 -0.0153
1341840208.2383 -2.0514 2.3507 0.9937 0.0647 0.9462 -0.3167 -0.0157
1341840208.2483 -2.0495 2.3500 0.9935 0.0662 0.9459 -0.3173 -0.0167
1341840208.2584 -2.0476 2.3496 0.9935 0.0675 0.9459 -0.3170 -0.0174
1341840208.2683 -2.0456 2.3490 0.9934 0.0693 0.9455 -0.3178 -0.0182
1341840208.2784 -2.0437 2.3484 0.9934 0.0708 0.9453 -0.3178 -0.0187
1341840208.2883 -2.0417 2.3478 0.9932 0.0723 0.9449 -0.3187 -0.0192
1341840208.2984 -2.0396 2.3472 0.9933 0.0732 0.9448 -0.3189 -0.0192
1341840208.3083 -2.0374 2.3466 0.9932 0.0744 0.9445 -0.3194 -0.0194
1341840208.3183 -2.0349 2.3460 0.9929 0.0761 0.9447 -0.3183 -0.0189
1341840208.3283 -2.0330 2.3451 0.9928 0.0766 0.9445 -0.3189 -0.0193
1341840208.3384 -2.0307 2.3445 0.9926 0.0770 0.9451 -0.3168 -0.0197
1341840208.3483 -2.0287 2.3436 0.9928 0.0779 0.9448 -0.3175 -0.0206
1341840208.3583 -2.0264 2.3426 0.9928 0.0790 0.9443 -0.3188 -0.0211
1341840208.3683 -2.0242 2.3416 0.9930 0.0797 0.9441 -0.3190 -0.0223
1341840208.3783 -2.0219 2.3405 0.9929 0.0802 0.9439 -0.3196 -0.0236
1341840208.3883 -2.0195 2.3396 0.9929 0.0810 0.9439 -0.3193 -0.0244
1341840208.3986 -2.0170 2.3383 0.9929 0.0827 0.9428 -0.3220 -0.0250
1341840208.4083 -2.0148 2.3373 0.9931 0.0831 0.9425 -0.3228 -0.0260
1341840208.4183 -2.0121 2.3366 0.9929 0.0832 0.9429 -0.3216 -0.0257
1341840208.4284 -2.0092 2.3355 0.9928 0.0846 0.9427 -0.3216 -0.0251
1341840208.4383 -2.0069 2.3343 0.9928 0.0855 0.9421 -0.3231 -0.0256
1341840208.4483 -2.0044 2.3331 0.9927 0.0863 0.9421 -0.3230 -0.0259
1341840208.4583 -2.0012 2.3320 0.9923 0.0881 0.9419 -0.3231 -0.0254
1341840208.4683 -1.9989 2.3310 0.9921 0.0888 0.9419 -0.3229 -0.0263
1341840208.4783 -1.9965 2.3301 0.9922 0.0898 0.9419 -0.3224 -0.0286
1341840208.4883 -1.9933 2.3290 0.9917 0.0905 0.9421 -0.3218 -0.0276
1341840208.4984 -1.9906 2.3283 0.9917 0.0919 0.9423 -0.3206 -0.0297
1341840208.5083 -1.9881 2.3271 0.9918 0.0931 0.9419 -0.3212 -0.0309
1341840208.5183 -1.9844 2.3267 0.9916 0.0946 0.9426 -0.3187 -0.0301
1341840208.5293 -1.9819 2.3258 0.9919 0.0959 0.9423 -0.3192 -0.0311
1341840208.5383 -1.9786 2.3250 0.9920 0.0978 0.9420 -0.3195 -0.0308
1341840208.5484 -1.9756 2.3247 0.9923 0.0980 0.9425 -0.3180 -0.0308
1341840208.5583 -1.9727 2.3240 0.9928 0.0998 0.9419 -0.3191 -0.0313
1341840208.5684 -1.9693 2.3237 0.9934 0.1018 0.9415 -0.3198 -0.0308
1341840208.5783 -1.9657 2.3234 0.9939 0.1039 0.9409 -0.3208 -0.0300
1341840208.5883 -1.9631 2.3232 0.9942 0.1027 0.9407 -0.3217 -0.0311
1341840208.5996 -1.9597 2.3228 0.9946 0.1051 0.9399 -0.3235 -0.0305
1341840208.6083 -1.9571 2.3232 0.9956 0.1040 0.9409 -0.3207 -0.0320
1341840208.6184 -1.9538 2.3222 0.9950 0.1050 0.9402 -0.3227 -0.0283
1341840208.6283 -1.9504 2.3222 0.9956 0.1069 0.9404 -0.3216 -0.0294
1341840208.6385 -1.9477 2.3218 0.9957 0.1068 0.9406 -0.3208 -0.0308
1341840208.6483 -1.9440 2.3211 0.9956 0.1097 0.9405 -0.3201 -0.0305
1341840208.6583 -1.9417 2.3208 0.9961 0.1088 0.9416 -0.3170 -0.0327
1341840208.6704 -1.9375 2.3196 0.9952 0.1141 0.9407 -0.3182 -0.0298
1341840208.6784 -1.9363 2.3197 0.9959 0.1109 0.9420 -0.3147 -0.0356
1341840208.6883 -1.9323 2.3188 0.9956 0.1152 0.9409 -0.3166 -0.0338
1341840208.6983 -1.9294 2.3178 0.9956 0.1166 0.9402 -0.3181 -0.0348
1341840208.7083 -1.9272 2.3182 0.9962 0.1146 0.9419 -0.3134 -0.0370
1341840208.7184 -1.9249 2.3171 0.9965 0.1155 0.9407 -0.3165 -0.0389
1341840208.7283 -1.9215 2.3168 0.9967 0.1164 0.9417 -0.3134 -0.0379
1341840208.7383 -1.9185 2.3161 0.9967 0.1166 0.9413 -0.3144 -0.0378
1341840208.7483 -1.9149 2.3152 0.9966 0.1185 0.9410 -0.3152 -0.0349
1341840208.7584 -1.9119 2.3143 0.9964 0.1199 0.9403 -0.3168 -0.0349
1341840208.7684 -1.9094 2.3141 0.9970 0.1199 0.9410 -0.3144 -0.0365
1341840208.7783 -1.9067 2.3136 0.9973 0.1206 0.9409 -0.3144 -0.0367
1341840208.7884 -1.9032 2.3126 0.9968 0.1230 0.9401 -0.3161 -0.0353
1341840208.7983 -1.9008 2.3122 0.9972 0.1239 0.9402 -0.3151 -0.0375
1341840208.8083 -1.8975 2.3113 0.9969 0.1263 0.9394 -0.3167 -0.0365
1341840208.8184 -1.8961 2.3110 0.9976 0.1288 0.9390 -0.3164 -0.0399
1341840208.8283 -1.8930 2.3104 0.9975 0.1317 0.9387 -0.3163 -0.0390
1341840208.8383 -1.8900 2.3095 0.9975 0.1334 0.9383 -0.3167 -0.0390
1341840208.8483 -1.8870 2.3092 0.9973 0.1350 0.9391 -0.3137 -0.0382
1341840208.8584 -1.8842 2.3083 0.9975 0.1353 0.9390 -0.3137 -0.0383
1341840208.8683 -1.8813 2.3076 0.9974 0.1356 0.9390 -0.3138 -0.0379
1341840208.8786 -1.8781 2.3070 0.9974 0.1367 0.9388 -0.3138 -0.0374
1341840208.8884 -1.8754 2.3062 0.9976 0.1364 0.9387 -0.3143 -0.0370
1341840208.8983 -1.8726 2.3057 0.9976 0.1361 0.9388 -0.3141 -0.0376
1341840208.9083 -1.8700 2.3051 0.9978 0.1354 0.9387 -0.3145 -0.0389
1341840208.9184 -1.8676 2.3039 0.9977 0.1350 0.9373 -0.3186 -0.0416
1341840208.9284 -1.8650 2.3032 0.9978 0.1348 0.9371 -0.3190 -0.0432
1341840208.9384 -1.8620 2.3029 0.9978 0.1350 0.9379 -0.3168 -0.0432
1341840208.9484 -1.8590 2.3021 0.9975 0.1362 0.9377 -0.3168 -0.0427
1341840208.9584 -1.8565 2.3013 0.9977 0.1363 0.9380 -0.3158 -0.0427
1341840208.9684 -1.8538 2.3006 0.9977 0.1363 0.9383 -0.3150 -0.0430
1341840208.9784 -1.8513 2.2997 0.9975 0.1366 0.9377 -0.3164 -0.0432
1341840208.9883 -1.8487 2.2991 0.9976 0.1372 0.9381 -0.3152 -0.0424
1341840208.9983 -1.8461 2.2985 0.9978 0.1381 0.9382 -0.3144 -0.0424
1341840209.0084 -1.8435 2.2974 0.9979 0.1402 0.9370 -0.3171 -0.0421
1341840209.0184 -1.8411 2.2966 0.9982 0.1417 0.9365 -0.3179 -0.0426
1341840209.0283 -1.8394 2.2959 0.9986 0.1412 0.9366 -0.3177 -0.0441
1341840209.0384 -1.8366 2.2956 0.9985 0.1423 0.9372 -0.3154 -0.0438
1341840209.0489 -1.8344 2.2948 0.9983 0.1435 0.9371 -0.3149 -0.0445
1341840209.0584 -1.8312 2.2939 0.9977 0.1469 0.9364 -0.3157 -0.0431
1341840209.0683 -1.8291 2.2933 0.9981 0.1458 0.9372 -0.3137 -0.0441
1341840209.0783 -1.8270 2.2927 0.9982 0.1459 0.9375 -0.3127 -0.0445
1341840209.0883 -1.8245 2.2919 0.9981 0.1465 0.9375 -0.3124 -0.0449
1341840209.0984 -1.8222 2.2912 0.9982 0.1467 0.9376 -0.3120 -0.0454
1341840209.1083 -1.8200 2.2907 0.9983 0.1467 0.9375 -0.3121 -0.0460
